HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions
Connecticut,1163,2,Louisville,1257,6,0.5005342317481979
Connecticut,1163,2,McNeese St,1270,12,0.860795256290316
Connecticut,1163,2,Miami FL,1274,7,0.6616425270340618
Connecticut,1163,2,Miami OH,1275,11,0.9048903232692562
Michigan,1276,1,Connecticut,1163,2,0.7257731204648636
Connecticut,1163,2,Michigan St,1277,3,0.46190788522011816
Connecticut,1163,2,Missouri,1281,10,0.7861406342926122
Connecticut,1163,2,N Dakota St,1295,14,0.9275765614216488
Connecticut,1163,2,NC State,1301,11,0.6510305045540883
Connecticut,1163,2,Nebraska,1304,4,0.5317949667054778
Connecticut,1163,2,North Carolina,1314,6,0.6176206787975086
Connecticut,1163,2,Northern Iowa,1320,12,0.848647455239319
Connecticut,1163,2,Ohio St,1326,8,0.6146186129239689
Connecticut,1163,2,Penn,1335,14,0.9502941392665473
Connecticut,1163,2,Prairie View,1341,16,0.9874468168535839
Connecticut,1163,2,Purdue,1345,2,0.39245064182843836
Connecticut,1163,2,Queens NC,1474,15,0.9640723494520723
Connecticut,1163,2,Santa Clara,1365,10,0.7060517608298109
Connecticut,1163,2,Siena,1373,16,0.9679631888502154
Connecticut,1163,2,SMU,1374,11,0.6951806482730086
Connecticut,1163,2,South Florida,1378,11,0.7724287055070784
Connecticut,1163,2,St John's,1385,5,0.5313164810382212
Connecticut,1163,2,St Louis,1387,9,0.6834459642768348
Connecticut,1163,2,St Mary's CA,1388,7,0.624852968421504
Connecticut,1163,2,TCU,1395,9,0.7146269875418946
Connecticut,1163,2,Tennessee,1397,6,0.5229877163589894
Connecticut,1163,2,Tennessee St,1398,15,0.9684144810518813
Connecticut,1163,2,Texas,1400,11,0.7113986440165361
Connecticut,1163,2,Texas A&M,1401,10,0.7149474314944685
Connecticut,1163,2,Texas Tech,1403,5,0.5319067965045469
Connecticut,1163,2,Troy,1407,13,0.9500130039388595
Connecticut,1163,2,UCF,1416,10,0.7791101797682987
Connecticut,1163,2,UCLA,1417,7,0.6344740040321617
Connecticut,1163,2,UMBC,1420,16,0.9688787060608585
Connecticut,1163,2,Utah St,1429,9,0.6467192597029797
Connecticut,1163,2,Vanderbilt,1435,5,0.5169429663441776
Connecticut,1163,2,VCU,1433,11,0.7705994406967485
Connecticut,1163,2,Villanova,1437,8,0.6829914612584949
Connecticut,1163,2,Virginia,1438,3,0.5267134396826275
Connecticut,1163,2,Wisconsin,1458,5,0.5995119762544724
Connecticut,1163,2,Wright St,1460,14,0.9457033711888232
Duke,1181,1,Florida,1196,1,0.6386811206162538
Duke,1181,1,Furman,1202,15,0.9875069176735078
Duke,1181,1,Georgia,1208,8,0.8435894909064773
Duke,1181,1,Gonzaga,1211,3,0.6987305460656347
Duke,1181,1,Hawaii,1218,13,0.9671803841130066
Duke,1181,1,High Point,1219,12,0.958322105748132
Duke,1181,1,Hofstra,1220,13,0.9662160211773113
Duke,1181,1,Houston,1222,2,0.637133351964435
Duke,1181,1,Howard,1224,16,0.9899974364568763
Duke,1181,1,Idaho,1225,15,0.9820637683218302
Duke,1181,1,Illinois,1228,3,0.6341296673903588
Duke,1181,1,Iowa,1234,9,0.8182397585097398
Duke,1181,1,Iowa St,1235,2,0.64270736740078
Duke,1181,1,Kansas,1242,4,0.7896401361980757
Duke,1181,1,Kennesaw,1244,14,0.9817927895750249
Duke,1181,1,Kentucky,1246,7,0.8215557423238928
Duke,1181,1,Lehigh,1250,16,0.9946123930334704
Duke,1181,1,LIU Brooklyn,1254,16,0.9903636211945971
Duke,1181,1,Louisville,1257,6,0.7514077192230733
Duke,1181,1,McNeese St,1270,12,0.9491124120915985
Duke,1181,1,Miami FL,1274,7,0.855031250786492
Duke,1181,1,Miami OH,1275,11,0.9663261677249725
Duke,1181,1,Michigan,1276,1,0.49551472862274065
Duke,1181,1,Michigan St,1277,3,0.7213831914509635
Duke,1181,1,Missouri,1281,10,0.9172696090011284
Duke,1181,1,N Dakota St,1295,14,0.9747669236767101
Duke,1181,1,NC State,1301,11,0.8491012476760661
Duke,1181,1,Nebraska,1304,4,0.7740546039926282
Duke,1181,1,North Carolina,1314,6,0.8296938005888365
Duke,1181,1,Northern Iowa,1320,12,0.9441718174724629
Duke,1181,1,Ohio St,1326,8,0.8278927552282863
Duke,1181,1,Penn,1335,14,0.9829539884011491
Duke,1181,1,Prairie View,1341,16,0.9958028589704359
Duke,1181,1,Purdue,1345,2,0.6608254147875832
Duke,1181,1,Queens NC,1474,15,0.9877953255316289
Duke,1181,1,Santa Clara,1365,10,0.8787112422606754
Duke,1181,1,Siena,1373,16,0.9891459736968917
Duke,1181,1,SMU,1374,11,0.8730777342543629
Duke,1181,1,South Florida,1378,11,0.9110135364490001
Duke,1181,1,St John's,1385,5,0.7737183511523101
Duke,1181,1,St Louis,1387,9,0.8668801625301014
Duke,1181,1,St Mary's CA,1388,7,0.8339930880378961
Duke,1181,1,TCU,1395,9,0.8830836203777979
Duke,1181,1,Tennessee,1397,6,0.7678147743114172
Duke,1181,1,Tennessee St,1398,15,0.9893021686883265
Duke,1181,1,Texas,1400,11,0.8814448266221147
Duke,1181,1,Texas A&M,1401,10,0.8832458096086903
Duke,1181,1,Texas Tech,1403,5,0.7741331465587793
Duke,1181,1,Troy,1407,13,0.9828542436225031
Duke,1181,1,UCF,1416,10,0.9140787695778783
Duke,1181,1,UCLA,1417,7,0.839627117355018
Duke,1181,1,UMBC,1420,16,0.9894627393863632
Duke,1181,1,Utah St,1429,9,0.8466606597521142
Duke,1181,1,Vanderbilt,1435,5,0.7634693485079628
Duke,1181,1,VCU,1433,11,0.9101686929799102
Duke,1181,1,Villanova,1437,8,0.8666376389511734
Duke,1181,1,Virginia,1438,3,0.7704675196142854
Duke,1181,1,Wisconsin,1458,5,0.8186799373690599
Duke,1181,1,Wright St,1460,14,0.9813203482414368
Florida,1196,1,Furman,1202,15,0.9764784438179124
Florida,1196,1,Georgia,1208,8,0.7390832039046075
Florida,1196,1,Gonzaga,1211,3,0.5491624163156273
Florida,1196,1,Hawaii,1218,13,0.9393110818662905
Florida,1196,1,High Point,1219,12,0.9235254279636591
Florida,1196,1,Hofstra,1220,13,0.9375806646783292
Florida,1196,1,Houston,1222,2,0.4797537106886266
Florida,1196,1,Howard,1224,16,0.9811254875412535
Florida,1196,1,Idaho,1225,15,0.9663937866112832
Florida,1196,1,Illinois,1228,3,0.47651764612027714
Florida,1196,1,Iowa,1234,9,0.7027638334927085
Florida,1196,1,Iowa St,1235,2,0.485794158203256
Florida,1196,1,Kansas,1242,4,0.6634673747239422
Florida,1196,1,Kennesaw,1244,14,0.9658942890574717
Florida,1196,1,Kentucky,1246,7,0.7074332606160961
Florida,1196,1,Lehigh,1250,16,0.9897915520748501
Florida,1196,1,LIU Brooklyn,1254,16,0.9818104987144393
Florida,1196,1,Louisville,1257,6,0.6135267578258596
Florida,1196,1,McNeese St,1270,12,0.9073698257544532
Florida,1196,1,Miami FL,1274,7,0.7559582417217413
Florida,1196,1,Miami OH,1275,11,0.9377781594517689
Michigan,1276,1,Florida,1196,1,0.6255697629664794
Florida,1196,1,Michigan St,1277,3,0.5762407468628445
Florida,1196,1,Missouri,1281,10,0.853440130947504
Florida,1196,1,N Dakota St,1295,14,0.9530269732495403
Florida,1196,1,NC State,1301,11,0.7471739466508578
Florida,1196,1,Nebraska,1304,4,0.6427628576970398
Florida,1196,1,North Carolina,1314,6,0.7189957581364856
Florida,1196,1,Northern Iowa,1320,12,0.8988085985695965
Florida,1196,1,Ohio St,1326,8,0.716424159362078
Florida,1196,1,Penn,1335,14,0.9680364337265659
Florida,1196,1,Prairie View,1341,16,0.9920387226574501
Florida,1196,1,Purdue,1345,2,0.5057501644774768
Florida,1196,1,Queens NC,1474,15,0.9770155226497863
Florida,1196,1,Santa Clara,1365,10,0.7918823308407223
Florida,1196,1,Siena,1373,16,0.9795344171494189
Florida,1196,1,SMU,1374,11,0.7832108532615176
Florida,1196,1,South Florida,1378,11,0.8431824661064039
Florida,1196,1,St John's,1385,5,0.6423215021038472
Florida,1196,1,St Louis,1387,9,0.7737622039924706
Florida,1196,1,St Mary's CA,1388,7,0.7251638752534871
Florida,1196,1,TCU,1395,9,0.7986676515981335
Florida,1196,1,Tennessee,1397,6,0.6346087686489595
Florida,1196,1,Tennessee St,1398,15,0.9798261063814612
Florida,1196,1,Texas,1400,11,0.7961187959202657
Florida,1196,1,Texas A&M,1401,10,0.7989202799418555
Florida,1196,1,Texas Tech,1403,5,0.642865982463708
Florida,1196,1,Troy,1407,13,0.9678522536841249
Florida,1196,1,UCF,1416,10,0.8481948716678298
Florida,1196,1,UCLA,1417,7,0.7333103194694928
Florida,1196,1,UMBC,1420,16,0.9801260521675131
Florida,1196,1,Utah St,1429,9,0.7435826564098964
Florida,1196,1,Vanderbilt,1435,5,0.6289750173868204
Florida,1196,1,VCU,1433,11,0.8418054571430511
Florida,1196,1,Villanova,1437,8,0.7733943802015193
Florida,1196,1,Virginia,1438,3,0.63806601536357
Florida,1196,1,Wisconsin,1458,5,0.7033822900845333
Florida,1196,1,Wright St,1460,14,0.9650240092711918
Georgia,1208,8,Furman,1202,15,0.9315341537569654
Gonzaga,1211,3,Furman,1202,15,0.9693626718752696
Hawaii,1218,13,Furman,1202,15,0.7134749098289613
High Point,1219,12,Furman,1202,15,0.7614175110340341
Hofstra,1220,13,Furman,1202,15,0.7195597864463068
Houston,1222,2,Furman,1202,15,0.9766318602413437
Furman,1202,15,Howard,1224,16,0.5375600813304797
Idaho,1225,15,Furman,1202,15,0.5726928208638781
Illinois,1228,3,Furman,1202,15,0.9769260195576648
Iowa,1234,9,Furman,1202,15,0.9421991328355932
Iowa St,1235,2,Furman,1202,15,0.9760733638528097
Kansas,1242,4,Furman,1202,15,0.9513357411256353
Kennesaw,1244,14,Furman,1202,15,0.5764256284225225
Kentucky,1246,7,Furman,1202,15,0.9409639348376228
Furman,1202,15,Lehigh,1250,16,0.6843671231947258
Furman,1202,15,LIU Brooklyn,1254,16,0.5469090710884831
Louisville,1257,6,Furman,1202,15,0.9604389557275198
McNeese St,1270,12,Furman,1202,15,0.7973432490960523
Miami FL,1274,7,Furman,1202,15,0.9256050781877152
Miami OH,1275,11,Furman,1202,15,0.7188772919317943
Michigan,1276,1,Furman,1202,15,0.9867918018376757
Michigan St,1277,3,Furman,1202,15,0.9659192234640253
Missouri,1281,10,Furman,1202,15,0.8687401803611257
N Dakota St,1295,14,Furman,1202,15,0.655123434786321
NC State,1301,11,Furman,1202,15,0.9287808099257047
Nebraska,1304,4,Furman,1202,15,0.9553972088631393
North Carolina,1314,6,Furman,1202,15,0.9377439415043433
Northern Iowa,1320,12,Furman,1202,15,0.8127000026616399
Ohio St,1326,8,Furman,1202,15,0.9384808519137198
Penn,1335,14,Furman,1202,15,0.559968382770201
Furman,1202,15,Prairie View,1341,16,0.7359082110911863
Purdue,1345,2,Furman,1202,15,0.9741361564554049
Furman,1202,15,Queens NC,1474,15,0.4873325700623666
Santa Clara,1365,10,Furman,1202,15,0.9101442579482986
Furman,1202,15,Siena,1373,16,0.5169856538276336
SMU,1374,11,Furman,1202,15,0.9142940529832672
South Florida,1378,11,Furman,1202,15,0.8775688204390569
St John's,1385,5,Furman,1202,15,0.9554790229753706
St Louis,1387,9,Furman,1202,15,0.918491759702894
St Mary's CA,1388,7,Furman,1202,15,0.9359251822295493
TCU,1395,9,Furman,1202,15,0.9066769327773795
Tennessee,1397,6,Furman,1202,15,0.9568789952959807
Tennessee St,1398,15,Furman,1202,15,0.4424366165542734
Texas,1400,11,Furman,1202,15,0.9080033446895517
Texas A&M,1401,10,Furman,1202,15,0.9065438488747468
Texas Tech,1403,5,Furman,1202,15,0.9553780654977226
Troy,1407,13,Furman,1202,15,0.5614304933267489
UCF,1416,10,Furman,1202,15,0.8733815190167337
UCLA,1417,7,Furman,1202,15,0.9334058605799808
Furman,1202,15,UMBC,1420,16,0.5244573294652365
Utah St,1429,9,Furman,1202,15,0.9300223816672929
Vanderbilt,1435,5,Furman,1202,15,0.9578672813261938
VCU,1433,11,Furman,1202,15,0.8786793910502346
Villanova,1437,8,Furman,1202,15,0.9186488367305752
Virginia,1438,3,Furman,1202,15,0.9562583277440633
Wisconsin,1458,5,Furman,1202,15,0.9420375834443561
Wright St,1460,14,Furman,1202,15,0.5827847499834401
Gonzaga,1211,3,Georgia,1208,8,0.6834328933865506
Georgia,1208,8,Hawaii,1218,13,0.8353251380907797
Georgia,1208,8,High Point,1219,12,0.79829991251856
Georgia,1208,8,Hofstra,1220,13,0.8311627157539616
Houston,1222,2,Georgia,1208,8,0.7403733167814178
Georgia,1208,8,Howard,1224,16,0.9445564645084884
Georgia,1208,8,Idaho,1225,15,0.9040730208540367
Illinois,1228,3,Georgia,1208,8,0.7428584643979697
Georgia,1208,8,Iowa,1234,9,0.4365824735190917
Iowa St,1235,2,Georgia,1208,8,0.735696377741493
Kansas,1242,4,Georgia,1208,8,0.5715298724436775
Georgia,1208,8,Kennesaw,1244,14,0.9027404575137695
Kentucky,1246,7,Georgia,1208,8,0.5209701486224577
Georgia,1208,8,Lehigh,1250,16,0.9694907554250436
Georgia,1208,8,LIU Brooklyn,1254,16,0.9464962963168919
Louisville,1257,6,Georgia,1208,8,0.6235676872979192
Georgia,1208,8,McNeese St,1270,12,0.7624932492069875
Miami FL,1274,7,Georgia,1208,8,0.4591496391122702
Georgia,1208,8,Miami OH,1275,11,0.8316364537612101
Michigan,1276,1,Georgia,1208,8,0.8360044871749255
Michigan St,1277,3,Georgia,1208,8,0.6591526156471339
Georgia,1208,8,Missouri,1281,10,0.656177055523804
Georgia,1208,8,N Dakota St,1295,14,0.869271415491399
Georgia,1208,8,NC State,1301,11,0.49201536407467583
Nebraska,1304,4,Georgia,1208,8,0.5937535375932979
North Carolina,1314,6,Georgia,1208,8,0.5068482265307515
Georgia,1208,8,Northern Iowa,1320,12,0.7443151226135414
Ohio St,1326,8,Georgia,1208,8,0.5100205387106009
Georgia,1208,8,Penn,1335,14,0.9084733580292469
Georgia,1208,8,Prairie View,1341,16,0.976098799511797
Purdue,1345,2,Georgia,1208,8,0.7198824584984693
Georgia,1208,8,Queens NC,1474,15,0.9330270813693446
Georgia,1208,8,Santa Clara,1365,10,0.5549698142290098
Georgia,1208,8,Siena,1373,16,0.9400710195427828
Georgia,1208,8,SMU,1374,11,0.5421346309316668
Georgia,1208,8,South Florida,1378,11,0.6379697038681321
St John's,1385,5,Georgia,1208,8,0.594216962814734
Georgia,1208,8,St Louis,1387,9,0.5285041591955049
St Mary's CA,1388,7,Georgia,1208,8,0.499164415357129
Georgia,1208,8,TCU,1395,9,0.5652385403399366
Tennessee,1397,6,Georgia,1208,8,0.6022479130254159
Georgia,1208,8,Tennessee St,1398,15,0.9408912267500266
Georgia,1208,8,Texas,1400,11,0.5613575335536967
Georgia,1208,8,Texas A&M,1401,10,0.565624769026598
Texas Tech,1403,5,Georgia,1208,8,0.5936451954217578
Georgia,1208,8,Troy,1407,13,0.9079785902480141
Georgia,1208,8,UCF,1416,10,0.6467937273668436
UCLA,1417,7,Georgia,1208,8,0.48885111876982884
Georgia,1208,8,UMBC,1420,16,0.9417356341982948
Georgia,1208,8,Utah St,1429,9,0.48728674204661654
Vanderbilt,1435,5,Georgia,1208,8,0.6080345894598574
Georgia,1208,8,VCU,1433,11,0.6355695537220873
Villanova,1437,8,Georgia,1208,8,0.4351922177332146
Virginia,1438,3,Georgia,1208,8,0.5986637285608597
Wisconsin,1458,5,Georgia,1208,8,0.5258329542397131
Georgia,1208,8,Wright St,1460,14,0.9004248052449768
Gonzaga,1211,3,Hawaii,1218,13,0.9218512553322007
Gonzaga,1211,3,High Point,1219,12,0.9019979921198228
Gonzaga,1211,3,Hofstra,1220,13,0.9196655846689329
Houston,1222,2,Gonzaga,1211,3,0.5508208779192325
Gonzaga,1211,3,Howard,1224,16,0.9753801002325668
Gonzaga,1211,3,Idaho,1225,15,0.9563635249587643
Illinois,1228,3,Gonzaga,1211,3,0.5540274992174427
Gonzaga,1211,3,Iowa,1234,9,0.6431077079658251
Iowa St,1235,2,Gonzaga,1211,3,0.5448285825592566
Gonzaga,1211,3,Kansas,1242,4,0.6004088329154831
Gonzaga,1211,3,Kennesaw,1244,14,0.9557217757689216
Gonzaga,1211,3,Kentucky,1246,7,0.6482452213681946
Gonzaga,1211,3,Lehigh,1250,16,0.9866482094097766
Gonzaga,1211,3,LIU Brooklyn,1254,16,0.9762685846923101
Gonzaga,1211,3,Louisville,1257,6,0.5474927739146181
Gonzaga,1211,3,McNeese St,1270,12,0.8818763041474504
Gonzaga,1211,3,Miami FL,1274,7,0.7024581783989231
Gonzaga,1211,3,Miami OH,1275,11,0.9199149210510743
Michigan,1276,1,Gonzaga,1211,3,0.6867294195528448
Michigan St,1277,3,Gonzaga,1211,3,0.4540297957270965
Gonzaga,1211,3,Missouri,1281,10,0.8161121426364486
Gonzaga,1211,3,N Dakota St,1295,14,0.9392579509618666
Gonzaga,1211,3,NC State,1301,11,0.6925313952612815
Gonzaga,1211,3,Nebraska,1304,4,0.5782906616416371
Gonzaga,1211,3,North Carolina,1314,6,0.6610260482552507
Gonzaga,1211,3,Northern Iowa,1320,12,0.8712930891616051
Gonzaga,1211,3,Ohio St,1326,8,0.658176155074138
Gonzaga,1211,3,Penn,1335,14,0.9584753776104621
Gonzaga,1211,3,Prairie View,1341,16,0.9895800350302761
Purdue,1345,2,Gonzaga,1211,3,0.5249684123850966
Gonzaga,1211,3,Queens NC,1474,15,0.9700572462757766
Gonzaga,1211,3,Santa Clara,1365,10,0.7435864492917965
Gonzaga,1211,3,Siena,1373,16,0.9733178805201903
Gonzaga,1211,3,SMU,1374,11,0.7335796837812543
Gonzaga,1211,3,South Florida,1378,11,0.8038423894557175
Gonzaga,1211,3,St John's,1385,5,0.577821970401494
Gonzaga,1211,3,St Louis,1387,9,0.7227336661699519
Gonzaga,1211,3,St Mary's CA,1388,7,0.6678788408134798
Gonzaga,1211,3,TCU,1395,9,0.7514521540504475
Gonzaga,1211,3,Tennessee,1397,6,0.569650252904544
Gonzaga,1211,3,Tennessee St,1398,15,0.9736957927014993
Gonzaga,1211,3,Texas,1400,11,0.748493787303677
Gonzaga,1211,3,Texas A&M,1401,10,0.7517456120653403
Gonzaga,1211,3,Texas Tech,1403,5,0.5784001902506172
Gonzaga,1211,3,Troy,1407,13,0.958238481694546
Gonzaga,1211,3,UCF,1416,10,0.8098286309154032
Gonzaga,1211,3,UCLA,1417,7,0.6769668853211337
Gonzaga,1211,3,UMBC,1420,16,0.974084473373382
Gonzaga,1211,3,Utah St,1429,9,0.6884875336341434
Gonzaga,1211,3,Vanderbilt,1435,5,0.5637035197602608
Gonzaga,1211,3,VCU,1433,11,0.8022009730962225
Gonzaga,1211,3,Villanova,1437,8,0.7223126526861183
Gonzaga,1211,3,Virginia,1438,3,0.5733088690804724
Gonzaga,1211,3,Wisconsin,1458,5,0.6437873743109057
Gonzaga,1211,3,Wright St,1460,14,0.9546041222966223
High Point,1219,12,Hawaii,1218,13,0.5433451593663398
Hofstra,1220,13,Hawaii,1218,13,0.48890913673225367
Houston,1222,2,Hawaii,1218,13,0.9396919457703363
Hawaii,1218,13,Howard,1224,16,0.7571603451758729
Hawaii,1218,13,Idaho,1225,15,0.6330087408208007
Illinois,1228,3,Hawaii,1218,13,0.9404227401996601
Iowa,1234,9,Hawaii,1218,13,0.8587034884193696
Iowa St,1235,2,Hawaii,1218,13,0.9383063589535563
Kansas,1242,4,Hawaii,1218,13,0.8793482164342392
Hawaii,1218,13,Kennesaw,1244,14,0.6294540328529039
Kentucky,1246,7,Hawaii,1218,13,0.8559567802249696
Hawaii,1218,13,Lehigh,1250,16,0.8532803502786115
Hawaii,1218,13,LIU Brooklyn,1254,16,0.7640186663208931
Louisville,1257,6,Hawaii,1218,13,0.9005092474530763
McNeese St,1270,12,Hawaii,1218,13,0.594625823891753
Miami FL,1274,7,Hawaii,1218,13,0.8226506614368537
Miami OH,1275,11,Hawaii,1218,13,0.48806467571884066
Michigan,1276,1,Hawaii,1218,13,0.9653425926785101
Michigan St,1277,3,Hawaii,1218,13,0.9135440796092348
Missouri,1281,10,Hawaii,1218,13,0.7116098588378902
Hawaii,1218,13,N Dakota St,1295,14,0.5489317461675686
NC State,1301,11,Hawaii,1218,13,0.8294112856670037
Nebraska,1304,4,Hawaii,1218,13,0.8887148844143636
North Carolina,1314,6,Hawaii,1218,13,0.8488450618670907
Northern Iowa,1320,12,Hawaii,1218,13,0.6179841375056293
Ohio St,1326,8,Hawaii,1218,13,0.850466450708388
Hawaii,1218,13,Penn,1335,14,0.6449602194920947
Hawaii,1218,13,Prairie View,1341,16,0.8819949029878411
Purdue,1345,2,Hawaii,1218,13,0.933519631854505
Hawaii,1218,13,Queens NC,1474,15,0.7182847408500319
Santa Clara,1365,10,Hawaii,1218,13,0.7906334316440333
Hawaii,1218,13,Siena,1373,16,0.7416608024634259
SMU,1374,11,Hawaii,1218,13,0.799084172421866
South Florida,1378,11,Hawaii,1218,13,0.7276944602285353
St John's,1385,5,Hawaii,1218,13,0.8889047898327976
St Louis,1387,9,Hawaii,1218,13,0.80773804627644
St Mary's CA,1388,7,Hawaii,1218,13,0.8448588629111391
TCU,1395,9,Hawaii,1218,13,0.7836506891740777
Tennessee,1397,6,Hawaii,1218,13,0.8921619323720458
Hawaii,1218,13,Tennessee St,1398,15,0.7444583532948248
Texas,1400,11,Hawaii,1218,13,0.7863135793349053
Texas A&M,1401,10,Hawaii,1218,13,0.7833840782348049
Texas Tech,1403,5,Hawaii,1218,13,0.8886704562049603
Troy,1407,13,Hawaii,1218,13,0.32307409688018907
UCF,1416,10,Hawaii,1218,13,0.7200166528758466
UCLA,1417,7,Hawaii,1218,13,0.8393734676992505
Hawaii,1218,13,UMBC,1420,16,0.7473554299646941
Utah St,1429,9,Hawaii,1218,13,0.8320719652342091
Vanderbilt,1435,5,Hawaii,1218,13,0.8944698816768557
VCU,1433,11,Hawaii,1218,13,0.7297458671823117
Villanova,1437,8,Hawaii,1218,13,0.8080639585500591
Virginia,1438,3,Hawaii,1218,13,0.8907161385717753
Wisconsin,1458,5,Hawaii,1218,13,0.8583436600625427
Hawaii,1218,13,Wright St,1460,14,0.6233465073043534
High Point,1219,12,Hofstra,1220,13,0.5359028636005648
Houston,1222,2,High Point,1219,12,0.9239973417792772
High Point,1219,12,Howard,1224,16,0.7998439350455712
High Point,1219,12,Idaho,1225,15,0.6885376982131415
Illinois,1228,3,High Point,1219,12,0.9249031198788866
Iowa,1234,9,High Point,1219,12,0.8258386888406725
Iowa St,1235,2,High Point,1219,12,0.9222809919684698
Kansas,1242,4,High Point,1219,12,0.8504489821672518
High Point,1219,12,Kennesaw,1244,14,0.685253412865617
Kentucky,1246,7,High Point,1219,12,0.8225851067065254
High Point,1219,12,Lehigh,1250,16,0.8817085534594006
High Point,1219,12,LIU Brooklyn,1254,16,0.8058059555910752
Louisville,1257,6,High Point,1219,12,0.875963676587665
McNeese St,1270,12,High Point,1219,12,0.5336929240186846
Miami FL,1274,7,High Point,1219,12,0.78351426759388
Miami OH,1275,11,High Point,1219,12,0.4265610624964386
Michigan,1276,1,High Point,1219,12,0.9560108401991841
Michigan St,1277,3,High Point,1219,12,0.8918280614870533
Missouri,1281,10,High Point,1219,12,0.6581520707409257
High Point,1219,12,N Dakota St,1295,14,0.6093310058823304
NC State,1301,11,High Point,1219,12,0.7913884646488398
Nebraska,1304,4,High Point,1219,12,0.861706369316463
North Carolina,1314,6,High Point,1219,12,0.8141834363195749
Northern Iowa,1320,12,High Point,1219,12,0.557952155805019
Ohio St,1326,8,High Point,1219,12,0.8160960769101907
High Point,1219,12,Penn,1335,14,0.6995391630117135
High Point,1219,12,Prairie View,1341,16,0.9054757448061547
Purdue,1345,2,High Point,1219,12,0.9163617104762559
High Point,1219,12,Queens NC,1474,15,0.7656868464118309
Santa Clara,1365,10,High Point,1219,12,0.7466079354116325
High Point,1219,12,Siena,1373,16,0.786299812394512
SMU,1374,11,High Point,1219,12,0.7562879295857352
South Florida,1378,11,High Point,1219,12,0.6758601148709656
St John's,1385,5,High Point,1219,12,0.861935203987787
St Louis,1387,9,High Point,1219,12,0.7662459056076658
St Mary's CA,1388,7,High Point,1219,12,0.8094883079425844
TCU,1395,9,High Point,1219,12,0.7386422468202177
Tennessee,1397,6,High Point,1219,12,0.8658637355587032
High Point,1219,12,Tennessee St,1398,15,0.7887516542767535
Texas,1400,11,High Point,1219,12,0.7416765003641369
Texas A&M,1401,10,High Point,1219,12,0.7383386908887238
Texas Tech,1403,5,High Point,1219,12,0.8616528370677019
High Point,1219,12,Troy,1407,13,0.6982900492296985
UCF,1416,10,High Point,1219,12,0.6673888239482815
UCLA,1417,7,High Point,1219,12,0.8030438468106657
High Point,1219,12,UMBC,1420,16,0.7912873588264645
Utah St,1429,9,High Point,1219,12,0.7944952483081471
Vanderbilt,1435,5,High Point,1219,12,0.8686516555467054
VCU,1433,11,High Point,1219,12,0.6781292934836679
Villanova,1437,8,High Point,1219,12,0.7666218313252058
Virginia,1438,3,High Point,1219,12,0.864119059780102
Wisconsin,1458,5,High Point,1219,12,0.8254121826863617
High Point,1219,12,Wright St,1460,14,0.6795974513969193
Houston,1222,2,Hofstra,1220,13,0.9379716709975597
Hofstra,1220,13,Howard,1224,16,0.762626142578739
Hofstra,1220,13,Idaho,1225,15,0.6399400818556332
Illinois,1228,3,Hofstra,1220,13,0.9387219518184808
Iowa,1234,9,Hofstra,1220,13,0.8550294365051611
Iowa St,1235,2,Hofstra,1220,13,0.9365492293518952
Kansas,1242,4,Hofstra,1220,13,0.8761335431850278
Hofstra,1220,13,Kennesaw,1244,14,0.6364139491309488
Kentucky,1246,7,Hofstra,1220,13,0.8522235982662261
Hofstra,1220,13,Lehigh,1250,16,0.8569913159513115
Hofstra,1220,13,LIU Brooklyn,1254,16,0.7693771159221572
Louisville,1257,6,Hofstra,1220,13,0.897792860440447
McNeese St,1270,12,Hofstra,1220,13,0.5873846091990677
Miami FL,1274,7,Hofstra,1220,13,0.8182375816648384
Miami OH,1275,11,Hofstra,1220,13,0.4805827047803725
Michigan,1276,1,Hofstra,1220,13,0.9643262203602309
Michigan St,1277,3,Hofstra,1220,13,0.9111484665645653
Missouri,1281,10,Hofstra,1220,13,0.7054231044989925
Hofstra,1220,13,N Dakota St,1295,14,0.5563380800137422
NC State,1301,11,Hofstra,1220,13,0.825130674200763
Nebraska,1304,4,Hofstra,1220,13,0.8857173442395672
North Carolina,1314,6,Hofstra,1220,13,0.844960949726155
Northern Iowa,1320,12,Hofstra,1220,13,0.610887131781009
Ohio St,1326,8,Hofstra,1220,13,0.8466164736760442
Hofstra,1220,13,Penn,1335,14,0.6517900031324286
Hofstra,1220,13,Prairie View,1341,16,0.88507741130873
Purdue,1345,2,Hofstra,1220,13,0.9316361020035919
Hofstra,1220,13,Queens NC,1474,15,0.7243069419415373
Santa Clara,1365,10,Hofstra,1220,13,0.7856312567678112
Hofstra,1220,13,Siena,1373,16,0.7473590569687968
SMU,1374,11,Hofstra,1220,13,0.7942313549012757
South Florida,1378,11,Hofstra,1220,13,0.7217178258183002
St John's,1385,5,Hofstra,1220,13,0.8859117082243696
St Louis,1387,9,Hofstra,1220,13,0.8030427306837091
St Mary's CA,1388,7,Hofstra,1220,13,0.8408915201318617
TCU,1395,9,Hofstra,1220,13,0.7785284156364474
Tennessee,1397,6,Hofstra,1220,13,0.8892456697053422
Hofstra,1220,13,Tennessee St,1398,15,0.7501156919139251
Texas,1400,11,Hofstra,1220,13,0.7812367522408863
Texas A&M,1401,10,Hofstra,1220,13,0.7782572785581868
